,x,y,target
0,4.944141387939453,47.68521499633789,0.0
1,-18.570911407470703,-22.32004737854004,1.0
2,-46.283363342285156,-19.357440948486328,1.0
3,-8.855388641357422,27.93330955505371,1.0
4,14.681899070739746,7.701987266540527,1.0
5,1.1540638208389282,0.35909661650657654,1.0
6,-22.047216415405273,28.289291381835938,1.0
7,-63.05420684814453,-18.2617130279541,1.0
8,49.80223846435547,-37.138587951660156,1.0
9,-31.235048294067383,-18.30937385559082,1.0
10,-36.26646041870117,-0.5808260440826416,1.0
11,-7.291697025299072,-32.646060943603516,1.0
12,-10.967248916625977,-27.601041793823242,1.0
13,21.336294174194336,-44.59592056274414,1.0
14,-39.59750747680664,53.13324737548828,0.0
15,-3.218039035797119,47.62041473388672,1.0
16,-0.9769352078437805,63.26084518432617,0.0
17,35.845638275146484,18.743871688842773,1.0
18,-16.59291648864746,-25.588420867919922,1.0
19,-6.830547332763672,-31.363025665283203,1.0
20,15.844202995300293,-32.83074951171875,1.0
21,24.953414916992188,39.65778350830078,1.0
22,-11.838488578796387,8.031147003173828,1.0
23,-53.272605895996094,-18.604408264160156,1.0
24,0.6406555771827698,85.27613830566406,0.0
25,40.830116271972656,-50.654659271240234,1.0
26,-20.156042098999023,-18.42954444885254,1.0
27,15.73015308380127,21.32255744934082,1.0
28,-64.36431884765625,-11.432944297790527,1.0
29,-47.240028381347656,-10.44908618927002,1.0
30,35.50808334350586,-33.67772674560547,1.0
31,27.33341407775879,-35.31558609008789,1.0
32,-49.798980712890625,-28.25271224975586,1.0
33,-49.682918548583984,-3.150696039199829,1.0
34,23.55755043029785,-55.232357025146484,1.0
35,27.203590393066406,19.02247428894043,1.0
36,-8.3120698928833,47.67464065551758,0.0
37,-17.37948226928711,-33.71377944946289,1.0
38,26.067611694335938,-32.37453842163086,1.0
39,-41.15299606323242,56.01061248779297,0.0
40,-33.258392333984375,-25.252696990966797,1.0
41,-44.728763580322266,-5.437000751495361,1.0
42,26.066471099853516,-30.50075340270996,1.0
43,19.273548126220703,51.87697219848633,0.0
44,6.664913177490234,74.08942413330078,0.0
45,-11.91516399383545,22.55824851989746,1.0
46,-5.80241060256958,-7.556980609893799,1.0
47,-29.172849655151367,61.30268096923828,0.0
48,22.606586456298828,39.91342544555664,1.0
49,27.252830505371094,-4.197218418121338,1.0
50,-25.974342346191406,57.15365219116211,0.0
51,-33.683040618896484,-49.170101165771484,1.0
52,-53.17866134643555,-27.646751403808594,1.0
53,6.460376262664795,-10.934494972229004,1.0
54,-28.220495223999023,-0.12894098460674286,1.0
55,-29.245248794555664,-38.55799865722656,1.0
56,-2.887727737426758,-21.772472381591797,1.0
57,-19.832448959350586,26.90043830871582,1.0
58,-48.2879524230957,-19.367643356323242,1.0
59,-33.09747314453125,55.62715530395508,0.0
60,51.011173248291016,22.757612228393555,0.0
61,13.891777038574219,-56.770355224609375,1.0
62,-37.00137710571289,-48.74966049194336,1.0
63,-36.04754638671875,53.852882385253906,0.0
64,51.7835693359375,-29.28743553161621,1.0
65,1.6596254110336304,-49.631690979003906,1.0
66,15.379941940307617,55.004478454589844,0.0
67,3.024911880493164,69.39521026611328,0.0
68,36.0153694152832,4.324976921081543,1.0
69,30.119281768798828,71.89996337890625,1.0
70,6.7859392166137695,60.84700012207031,0.0
71,-1.542615294456482,70.01213073730469,0.0
72,28.173053741455078,-36.710662841796875,1.0
73,29.87393569946289,-31.90161895751953,1.0
74,-19.73691749572754,-17.924461364746094,1.0
75,-24.23023796081543,23.572607040405273,1.0
76,-24.6815242767334,7.499374866485596,1.0
77,-52.11906051635742,-23.303607940673828,1.0
78,7.96928071975708,21.8394832611084,1.0
79,-7.842021942138672,60.402591705322266,0.0
80,-28.019502639770508,-13.251737594604492,1.0
81,-4.935485363006592,70.19498443603516,0.0
82,48.89548873901367,22.677846908569336,0.0
83,28.110898971557617,-2.0165250301361084,1.0
84,-49.64114761352539,2.561040163040161,1.0
85,46.826053619384766,-5.224732875823975,1.0
86,-8.358567237854004,-49.92588424682617,1.0
87,-30.781475067138672,-24.17900848388672,1.0
88,22.863248825073242,72.20121765136719,0.0
89,-22.026920318603516,50.62026596069336,0.0
90,-55.69551467895508,-0.9813861846923828,1.0
91,-59.72473907470703,-6.77581787109375,1.0
92,-0.6191615462303162,65.04238891601562,0.0
93,53.61925506591797,-24.640974044799805,1.0
94,-22.80630111694336,48.33150863647461,0.0
95,-63.087100982666016,-13.972521781921387,1.0
96,16.849470138549805,-25.231592178344727,1.0
97,-42.49345016479492,-27.670724868774414,1.0
98,-26.822357177734375,12.142651557922363,1.0
99,4.605757713317871,1.2376725673675537,1.0
100,-10.790422439575195,-50.85244369506836,1.0
101,25.8472843170166,-52.24964904785156,1.0
102,2.9224774837493896,17.887462615966797,1.0
