,x,y,target
0,-76.34119415283203,1.404579758644104,2.0
1,74.28820037841797,-6.087908744812012,6.0
2,-6.684199810028076,-54.60313415527344,3.0
3,29.312837600708008,-59.80414962768555,9.0
4,-24.6853084564209,-4.95155668258667,1.0
5,-20.700788497924805,-25.9814453125,8.0
6,35.73755645751953,2.3225512504577637,4.0
7,-37.7374153137207,13.502577781677246,7.0
8,-8.048687934875488,-67.37462615966797,3.0
9,-66.88756561279297,-0.2089792788028717,1.0
10,-66.46090698242188,-13.850862503051758,2.0
11,-19.135540008544922,-59.530460357666016,3.0
12,11.870963096618652,-69.23140716552734,5.0
13,-12.348611831665039,-5.3993072509765625,1.0
14,-77.46332550048828,1.1657360792160034,2.0
15,-17.649662017822266,-52.89571762084961,3.0
16,9.5136137008667,53.15937805175781,0.0
17,-6.096951484680176,-38.642425537109375,8.0
18,34.700504302978516,-2.186913013458252,4.0
19,-1.1323292255401611,-41.086334228515625,5.0
20,-11.748858451843262,-56.02260971069336,3.0
21,35.88092041015625,55.63047409057617,8.0
22,-8.474745750427246,-69.93061065673828,3.0
23,0.056516148149967194,-35.85687255859375,5.0
24,-7.511063098907471,-38.63109588623047,8.0
25,-19.143291473388672,-3.326240062713623,1.0
26,-76.79068756103516,7.735846996307373,2.0
27,-30.208372116088867,32.94274139404297,7.0
28,-13.419862747192383,73.32654571533203,0.0
29,-38.18443298339844,25.866296768188477,7.0
30,-52.505550384521484,-9.03051471710205,2.0
31,7.004215717315674,-19.248897552490234,9.0
32,10.631123542785645,59.73942565917969,0.0
33,-18.87835121154785,-47.8355712890625,3.0
34,-33.990718841552734,1.3641022443771362,7.0
35,23.700740814208984,-3.0808141231536865,4.0
36,-35.34620666503906,34.328765869140625,7.0
37,-67.94580841064453,-2.212423801422119,2.0
38,25.814899444580078,-14.158363342285156,4.0
39,-72.52669525146484,-2.5201311111450195,2.0
40,59.35354995727539,-3.5496740341186523,6.0
41,-78.72110748291016,7.322354793548584,2.0
42,-23.88840675354004,-55.979488372802734,3.0
43,-44.426239013671875,12.039850234985352,7.0
44,-68.23301696777344,-14.783555030822754,2.0
45,29.402631759643555,-20.11916160583496,4.0
46,49.83742141723633,21.816234588623047,5.0
47,45.514427185058594,4.584598541259766,6.0
48,2.849651575088501,60.35501480102539,0.0
49,-29.51071548461914,16.711597442626953,7.0
50,35.463233947753906,-2.535336494445801,4.0
51,48.187015533447266,46.774444580078125,5.0
52,76.62496185302734,-19.64764976501465,6.0
53,-47.52240753173828,28.403305053710938,7.0
54,-7.079437255859375,-62.3128547668457,3.0
55,-13.372392654418945,0.8942738771438599,1.0
56,-28.00977325439453,-28.682775497436523,7.0
57,-2.3074159622192383,-32.45121383666992,5.0
58,-26.902896881103516,-38.76201248168945,3.0
59,8.082202911376953,61.834869384765625,0.0
60,-10.77109146118164,-57.031005859375,3.0
61,32.96220779418945,46.171119689941406,8.0
62,-31.283723831176758,-50.119407653808594,3.0
63,-52.66465759277344,3.1003801822662354,1.0
64,-45.961273193359375,36.57830810546875,7.0
65,-14.038665771484375,-1.6668360233306885,1.0
66,-9.709566116333008,77.02146911621094,0.0
67,23.08498764038086,-20.123394012451172,4.0
68,31.086271286010742,46.086692810058594,8.0
69,-79.96385955810547,7.893388748168945,2.0
70,25.100446701049805,-13.069209098815918,4.0
71,78.3861083984375,1.5039341449737549,6.0
72,-17.224964141845703,-40.68205642700195,3.0
73,29.096515655517578,9.052213668823242,4.0
74,-1.2744892835617065,-28.824363708496094,9.0
75,-44.05560302734375,35.056514739990234,7.0
76,14.40321159362793,-67.23855590820312,5.0
77,27.966411590576172,-49.52971267700195,9.0
78,-34.43471145629883,0.8399287462234497,7.0
79,12.097384452819824,-66.2857894897461,5.0
80,29.42295265197754,-19.81829833984375,4.0
81,-66.2789306640625,-10.578031539916992,2.0
82,37.380615234375,53.84114456176758,8.0
83,-17.033851623535156,-55.16641616821289,3.0
84,52.0963249206543,25.750675201416016,5.0
85,27.42469596862793,-59.17631149291992,9.0
86,-52.13907241821289,3.059865713119507,1.0
87,8.865569114685059,50.23052215576172,0.0
88,27.996219635009766,-0.07175974547863007,4.0
89,77.33133697509766,-15.089134216308594,6.0
90,10.096076965332031,59.82278060913086,0.0
91,12.924551963806152,-44.00143051147461,9.0
92,-11.052730560302734,-19.757715225219727,9.0
93,50.21206283569336,43.16593933105469,5.0
94,28.23171615600586,-2.2274603843688965,4.0
95,-0.9879812002182007,-37.18796157836914,9.0
96,-41.247318267822266,41.42584228515625,7.0
97,-51.095951080322266,-9.059952735900879,1.0
98,-51.844703674316406,22.27787971496582,7.0
99,-1.5162103176116943,2.0070748329162598,1.0
100,-2.860675573348999,7.587769985198975,1.0
101,-27.820018768310547,-51.34055709838867,3.0
102,-61.90089797973633,2.6344876289367676,2.0
103,-35.98866271972656,26.577585220336914,7.0
104,65.68748474121094,-18.112524032592773,6.0
105,33.65219497680664,-19.89133644104004,4.0
106,72.48782348632812,-16.007238388061523,6.0
107,73.22461700439453,-5.539062023162842,6.0
108,-43.12122344970703,43.58374786376953,7.0
109,-33.212188720703125,-31.83596420288086,8.0
110,21.23946189880371,-11.188006401062012,4.0
111,36.497066497802734,2.805445909500122,4.0
112,-32.575523376464844,38.222293853759766,7.0
113,11.54421329498291,63.65937042236328,0.0
114,3.426588773727417,58.480403900146484,0.0
115,69.75811767578125,-13.494669914245605,6.0
116,-53.96902084350586,-5.6375322341918945,2.0
117,-9.673441886901855,-50.317718505859375,3.0
118,-12.955574989318848,-71.19821166992188,3.0
119,9.093952178955078,71.88661193847656,0.0
120,-54.91612243652344,-19.441720962524414,2.0
121,75.87442016601562,-19.99848175048828,6.0
122,24.959680557250977,-58.65410614013672,4.0
123,70.52120971679688,-13.284225463867188,6.0
124,27.726043701171875,-1.2814189195632935,4.0
125,-34.82415771484375,14.433929443359375,7.0
126,1.4619015455245972,62.45368194580078,0.0
127,28.205095291137695,-42.50926971435547,9.0
128,24.351375579833984,-14.275485038757324,4.0
129,68.02862548828125,0.4676215350627899,6.0
130,-58.583736419677734,-2.078152894973755,2.0
131,29.547855377197266,-41.011634826660156,9.0
132,42.74225616455078,1.3683089017868042,4.0
133,7.672308921813965,54.477413177490234,0.0
134,-41.1020393371582,36.24980545043945,7.0
135,-17.15645408630371,42.69730758666992,8.0
136,-13.285623550415039,-61.970733642578125,3.0
137,-28.451026916503906,14.785367965698242,7.0
138,66.56246948242188,-11.669450759887695,6.0
139,-47.72022247314453,35.43587875366211,7.0
140,7.6524577140808105,62.66704177856445,0.0
141,11.313430786132812,70.0099868774414,0.0
142,9.147192001342773,72.71987915039062,0.0
143,-22.79612922668457,-42.15384292602539,3.0
144,-0.12115549296140671,71.71937561035156,0.0
145,-71.33690643310547,-16.900035858154297,2.0
146,35.19172668457031,-19.81137466430664,4.0
147,31.654680252075195,59.961063385009766,8.0
148,-6.336003303527832,-2.4985814094543457,1.0
149,-24.185382843017578,33.60376739501953,8.0
150,-12.590360641479492,74.12494659423828,0.0
151,-24.717554092407227,-45.672576904296875,3.0
152,29.417879104614258,-16.614389419555664,4.0
153,48.80431365966797,23.96930694580078,5.0
154,-19.318119049072266,40.539306640625,8.0
155,30.929290771484375,-13.504995346069336,4.0
156,-31.93684196472168,35.816165924072266,7.0
157,29.69429588317871,52.50404739379883,8.0
158,26.98722267150879,-61.10440444946289,9.0
159,-20.044647216796875,-50.03269577026367,3.0
160,2.500900983810425,-38.63853073120117,5.0
